merchant_id,signup_date,country,plan_type,industry,churned,churn_date,recency,frequency,monetary,recency_days,segment,segment_name
M01108,2023-12-29,Australia,Shopify,Food,No,,6.0,149.0,14738.45,6.0,0.0,High-GMV Loyal Merchants
M01109,2024-01-31,US,Shopify,Electronics,No,,7.0,28.0,2952.23,7.0,1.0,New / Fast-Growing Merchants
M01110,2023-08-06,Canada,Basic,Home,Yes,2023-12-23,375.0,195.0,9796.66,375.0,2.0,At-Risk Merchants
M01111,2023-05-21,US,Basic,Food,No,,9.0,54.0,2758.77,9.0,1.0,New / Fast-Growing Merchants
M01112,2024-09-07,Australia,Basic,Food,No,,2.0,48.0,2206.31,2.0,1.0,New / Fast-Growing Merchants
M01113,2023-07-29,US,Basic,Beauty,No,,5.0,85.0,4232.35,5.0,1.0,New / Fast-Growing Merchants
M01114,2024-09-14,Australia,Basic,Food,No,,2.0,59.0,2979.2,2.0,1.0,New / Fast-Growing Merchants
M01115,2024-09-07,US,Shopify,Beauty,No,,1.0,192.0,19118.56,1.0,0.0,High-GMV Loyal Merchants
M01116,2024-11-13,Australia,Basic,Electronics,Yes,2025-08-12,-221.0,192.0,9210.68,-221.0,0.0,High-GMV Loyal Merchants
M01117,2024-04-04,India,Basic,Home,Yes,2025-03-06,-63.0,57.0,2843.69,-63.0,1.0,New / Fast-Growing Merchants
M01118,2023-12-22,US,Basic,Home,No,,6.0,165.0,8236.08,6.0,0.0,High-GMV Loyal Merchants
M01119,2023-11-20,US,Advanced,Food,No,,8.0,195.0,50966.26,8.0,3.0,Low-Value / Dormant Merchants
M01120,2023-05-13,India,Basic,Food,Yes,2024-01-18,359.0,84.0,4220.74,359.0,2.0,At-Risk Merchants
M01121,2023-05-07,India,Basic,Electronics,No,,6.0,159.0,7846.13,6.0,0.0,High-GMV Loyal Merchants
M01122,2023-04-16,US,Advanced,Beauty,No,,3.0,89.0,22816.87,3.0,0.0,High-GMV Loyal Merchants
M01123,2024-08-26,India,Shopify,Home,No,,1.0,168.0,16580.22,1.0,0.0,High-GMV Loyal Merchants
M01124,2024-01-13,Canada,Basic,Beauty,Yes,2024-07-07,178.0,68.0,3270.0,178.0,1.0,New / Fast-Growing Merchants
M01125,2023-02-20,Australia,Shopify,Electronics,No,,15.0,153.0,15098.15,15.0,0.0,High-GMV Loyal Merchants
M01126,2023-01-29,Australia,Basic,Home,Yes,2023-03-26,647.0,196.0,9941.96,647.0,2.0,At-Risk Merchants
M01127,2024-04-06,Australia,Basic,Home,Yes,2025-01-21,-12.0,134.0,6709.14,-12.0,0.0,High-GMV Loyal Merchants
M01128,2023-10-23,Canada,Basic,Fashion,No,,2.0,186.0,9244.3,2.0,0.0,High-GMV Loyal Merchants
M01129,2023-10-24,India,Basic,Electronics,No,,3.0,135.0,6865.47,3.0,0.0,High-GMV Loyal Merchants
M01130,2024-12-26,India,Shopify,Electronics,No,,1.0,191.0,19414.79,1.0,0.0,High-GMV Loyal Merchants
M01131,2024-02-11,US,Basic,Fashion,No,,3.0,176.0,8961.18,3.0,0.0,High-GMV Loyal Merchants
M01132,2024-09-04,India,Basic,Beauty,Yes,2024-11-25,38.0,42.0,2186.13,38.0,1.0,New / Fast-Growing Merchants
M01133,2024-02-09,US,Shopify,Fashion,No,,5.0,82.0,8315.87,5.0,1.0,New / Fast-Growing Merchants
M01134,2023-12-12,Canada,Shopify,Electronics,No,,25.0,15.0,1627.8,25.0,1.0,New / Fast-Growing Merchants
M01135,2024-09-13,Australia,Basic,Beauty,No,,4.0,23.0,1248.1,4.0,1.0,New / Fast-Growing Merchants
M01136,2024-02-24,Australia,Shopify,Home,Yes,2024-08-29,126.0,62.0,6179.13,126.0,1.0,New / Fast-Growing Merchants
M01137,2023-07-01,Australia,Basic,Fashion,No,,2.0,92.0,4466.35,2.0,1.0,New / Fast-Growing Merchants
M01138,2023-01-01,India,Shopify,Beauty,No,,1.0,164.0,16155.88,1.0,0.0,High-GMV Loyal Merchants
M01139,2024-07-20,US,Shopify,Beauty,No,,1.0,163.0,15852.960000000001,1.0,0.0,High-GMV Loyal Merchants
M01140,2024-01-06,US,Advanced,Beauty,No,,2.0,85.0,22597.37,2.0,0.0,High-GMV Loyal Merchants
M01141,2024-10-22,Canada,Basic,Fashion,Yes,2025-10-02,-271.0,129.0,6688.4800000000005,-271.0,0.0,High-GMV Loyal Merchants
M01142,2024-03-06,India,Basic,Home,No,,3.0,29.0,1406.22,3.0,1.0,New / Fast-Growing Merchants
M01143,2023-11-05,Canada,Basic,Beauty,No,,4.0,181.0,9208.56,4.0,0.0,High-GMV Loyal Merchants
M01144,2023-05-17,US,Basic,Fashion,No,,2.0,105.0,5054.43,2.0,1.0,New / Fast-Growing Merchants
M01145,2023-07-21,US,Basic,Electronics,No,,8.0,119.0,5895.67,8.0,0.0,High-GMV Loyal Merchants
M01146,2024-03-11,Australia,Advanced,Fashion,Yes,2024-07-28,158.0,147.0,37712.67,158.0,3.0,Low-Value / Dormant Merchants
M01147,2023-11-09,India,Basic,Fashion,No,,2.0,83.0,4109.45,2.0,1.0,New / Fast-Growing Merchants
M01148,2023-04-27,US,Basic,Fashion,No,,3.0,174.0,8700.3,3.0,0.0,High-GMV Loyal Merchants
M01149,2024-10-27,Australia,Shopify,Beauty,Yes,2025-04-29,-118.0,98.0,9468.18,-118.0,1.0,New / Fast-Growing Merchants
M01150,2024-07-28,India,Basic,Fashion,No,,13.0,26.0,1426.86,13.0,1.0,New / Fast-Growing Merchants
M01151,2023-09-01,Canada,Shopify,Electronics,No,,1.0,165.0,16636.21,1.0,0.0,High-GMV Loyal Merchants
M01152,2024-06-20,India,Basic,Beauty,Yes,2024-08-20,134.0,74.0,3658.02,134.0,1.0,New / Fast-Growing Merchants
M01153,2024-08-24,India,Basic,Electronics,Yes,2025-05-26,-144.0,34.0,1724.41,-144.0,1.0,New / Fast-Growing Merchants
M01154,2023-03-16,US,Basic,Food,Yes,2023-11-02,432.0,62.0,3147.43,432.0,2.0,At-Risk Merchants
M01155,2024-01-21,US,Basic,Fashion,No,,6.0,17.0,910.9000000000001,6.0,1.0,New / Fast-Growing Merchants
M01156,2023-07-29,India,Advanced,Beauty,No,,2.0,108.0,28289.89,2.0,3.0,Low-Value / Dormant Merchants
M01157,2024-04-19,US,Basic,Beauty,No,,3.0,72.0,3852.11,3.0,1.0,New / Fast-Growing Merchants
M01158,2024-02-22,US,Basic,Fashion,No,,40.0,15.0,771.52,40.0,1.0,New / Fast-Growing Merchants
M01159,2023-12-13,US,Basic,Home,No,,18.0,57.0,2688.12,18.0,1.0,New / Fast-Growing Merchants
M01160,2024-06-12,Australia,Basic,Home,No,,3.0,92.0,4604.04,3.0,1.0,New / Fast-Growing Merchants
M01161,2024-10-01,Australia,Advanced,Electronics,Yes,2025-08-16,-227.0,177.0,47653.05,-227.0,3.0,Low-Value / Dormant Merchants
M01162,2023-06-28,India,Basic,Fashion,No,,8.0,19.0,930.6899999999999,8.0,1.0,New / Fast-Growing Merchants
M01163,2023-07-01,US,Shopify,Fashion,No,,5.0,136.0,13971.62,5.0,0.0,High-GMV Loyal Merchants
M01164,2024-10-25,Australia,Advanced,Food,No,,1.0,25.0,6894.79,1.0,1.0,New / Fast-Growing Merchants
M01165,2023-01-25,India,Shopify,Home,No,,6.0,153.0,15083.02,6.0,0.0,High-GMV Loyal Merchants
M01166,2023-06-29,US,Advanced,Home,No,,8.0,176.0,45710.659999999996,8.0,3.0,Low-Value / Dormant Merchants
M01167,2024-12-10,Canada,Basic,Fashion,No,,1.0,41.0,2089.28,1.0,1.0,New / Fast-Growing Merchants
M01168,2024-05-15,US,Basic,Electronics,Yes,2024-09-30,95.0,140.0,6889.35,95.0,0.0,High-GMV Loyal Merchants
M01169,2023-06-10,US,Basic,Fashion,No,,3.0,140.0,7151.42,3.0,0.0,High-GMV Loyal Merchants
M01170,2023-06-26,Australia,Shopify,Electronics,Yes,2024-04-28,251.0,85.0,8185.84,251.0,2.0,At-Risk Merchants
M01171,2023-10-12,India,Advanced,Home,No,,4.0,120.0,31318.76,4.0,3.0,Low-Value / Dormant Merchants
M01172,2023-03-04,India,Basic,Food,Yes,2023-08-27,494.0,174.0,9067.3,494.0,2.0,At-Risk Merchants
M01173,2024-10-23,Australia,Shopify,Beauty,Yes,2025-05-26,-145.0,141.0,14276.9,-145.0,0.0,High-GMV Loyal Merchants
M01174,2024-10-27,US,Basic,Home,Yes,2025-08-12,-223.0,177.0,9100.21,-223.0,0.0,High-GMV Loyal Merchants
M01175,2023-06-05,Canada,Shopify,Electronics,No,,4.0,137.0,13957.98,4.0,0.0,High-GMV Loyal Merchants
M01176,2024-04-13,US,Basic,Fashion,Yes,2024-11-19,43.0,187.0,9314.6,43.0,0.0,High-GMV Loyal Merchants
M01177,2023-02-18,US,Advanced,Home,No,,1.0,193.0,48793.03,1.0,3.0,Low-Value / Dormant Merchants
M01178,2023-03-25,Canada,Shopify,Food,No,,4.0,11.0,1112.58,4.0,1.0,New / Fast-Growing Merchants
M01179,2023-12-27,Australia,Basic,Electronics,Yes,2024-02-19,318.0,74.0,3915.29,318.0,2.0,At-Risk Merchants
M01180,2024-11-19,India,Basic,Fashion,Yes,2025-09-02,-242.0,187.0,9660.22,-242.0,0.0,High-GMV Loyal Merchants
M01181,2023-05-28,Australia,Basic,Beauty,No,,1.0,195.0,9932.61,1.0,0.0,High-GMV Loyal Merchants
M01182,2024-09-21,Australia,Basic,Electronics,No,,1.0,198.0,10136.12,1.0,0.0,High-GMV Loyal Merchants
M01183,2023-12-08,US,Basic,Fashion,No,,1.0,154.0,7557.32,1.0,0.0,High-GMV Loyal Merchants
M01184,2024-04-20,India,Advanced,Beauty,No,,1.0,42.0,10999.3,1.0,1.0,New / Fast-Growing Merchants
M01185,2023-03-04,India,Shopify,Fashion,No,,36.0,50.0,5190.2,36.0,1.0,New / Fast-Growing Merchants
M01186,2024-12-01,Australia,Basic,Beauty,Yes,2025-06-21,-171.0,75.0,3794.25,-171.0,1.0,New / Fast-Growing Merchants
M01187,2023-12-26,Canada,Basic,Beauty,Yes,2024-04-11,266.0,50.0,2326.1,266.0,2.0,At-Risk Merchants
M01188,2024-07-14,Australia,Advanced,Beauty,No,,9.0,23.0,6047.0,9.0,1.0,New / Fast-Growing Merchants
M01189,2023-11-23,Canada,Shopify,Fashion,No,,1.0,86.0,8960.53,1.0,1.0,New / Fast-Growing Merchants
M01190,2023-05-21,India,Basic,Beauty,No,,10.0,111.0,5328.19,10.0,0.0,High-GMV Loyal Merchants
M01191,2023-08-03,Australia,Shopify,Electronics,Yes,2023-09-28,462.0,16.0,1739.9,462.0,2.0,At-Risk Merchants
M01192,2024-03-10,US,Basic,Food,Yes,2024-07-09,188.0,22.0,1106.94,188.0,1.0,New / Fast-Growing Merchants
M01193,2024-12-23,Australia,Basic,Food,Yes,2025-11-30,-332.0,74.0,3594.49,-332.0,1.0,New / Fast-Growing Merchants
M01194,2023-11-14,India,Basic,Beauty,No,,3.0,174.0,8337.33,3.0,0.0,High-GMV Loyal Merchants
M01195,2023-02-01,US,Basic,Food,Yes,2023-04-21,621.0,52.0,2533.81,621.0,2.0,At-Risk Merchants
M01196,2024-10-31,US,Basic,Food,No,,1.0,80.0,3962.72,1.0,1.0,New / Fast-Growing Merchants
M01197,2023-10-12,Canada,Advanced,Beauty,No,,2.0,148.0,38941.41,2.0,3.0,Low-Value / Dormant Merchants
M01198,2023-11-01,US,Shopify,Beauty,No,,8.0,142.0,13889.77,8.0,0.0,High-GMV Loyal Merchants
M01199,2024-03-04,US,Shopify,Electronics,No,,8.0,15.0,1518.49,8.0,1.0,New / Fast-Growing Merchants
M01200,2024-04-21,Australia,Basic,Home,No,,10.0,11.0,546.29,10.0,1.0,New / Fast-Growing Merchants
